x,y1,y2,y3,y4,y5,y6
79,7.9,0.006869836,-16.19647669,1.897627091,54.61552047,-323.2425502
80,8,0.165263159,-16.5616968,1.903089987,55.06710359,-314.7076201
81,8.1,0.319479146,-16.91013781,1.908485019,55.51419338,-306.2548417
82,8.2,0.465619699,-17.24144672,1.913813852,55.95683455,-298.2669646
83,8.3,0.599990843,-17.55528787,1.919078092,56.39507137,-291.1066732
84,8.4,0.719196094,-17.8513433,1.924279286,56.82894766,-285.1072565
85,8.5,0.820222318,-18.12931306,1.929418926,57.25850681,-280.5640293
86,8.6,0.900515887,-18.38891553,1.934498451,57.68379177,-277.7267219
87,8.7,0.958047231,-18.62988771,1.939519253,58.10484508,-276.7930312
88,8.8,0.991362137,-18.85198547,1.944482672,58.52170883,-277.9034956
89,8.9,0.999618509,-19.05498378,1.949390007,58.93442472,-281.1378246
90,9,0.982607652,-19.23867698,1.954242509,59.34303403,-286.5127745
91,9.1,0.940759546,-19.40287898,1.959041392,59.7475776,-293.981625
92,9.2,0.875131981,-19.54742341,1.963787827,60.14809589,-303.43527
93,9.3,0.787383817,-19.67216383,1.968482949,60.54462896,-314.7048949
94,9.4,0.679733053,-19.77697387,1.973127854,60.93721646,-327.566172
95,9.5,0.554900763,-19.86174733,1.977723605,61.32589765,-341.7448703
96,9.6,0.416042317,-19.92639833,1.982271233,61.7107114,-356.9237349
97,9.7,0.266667623,-19.97086138,1.986771734,62.09169619,-372.7504653
98,9.8,0.110552405,-19.99509142,1.991226076,62.46889011,-388.8465879
99,9.9,-0.048357232,-19.99906391,1.995635195,62.8423309,-404.8170013
100,10,-0.206044549,-19.98277482,2,63.21205588,-420.2599513
101,10.1,-0.358523704,-19.94624066,2.004321374,63.57810204,-434.7771836
102,10.2,-0.501940502,-19.88949843,2.008600172,63.94050598,-447.9840189
103,10.3,-0.632669814,-19.81260564,2.012837225,64.29930394,-459.5190941
104,10.4,-0.747407211,-19.71564017,2.017033339,64.6545318,-469.0535244
105,10.5,-0.843252492,-19.59870026,2.021189299,65.00622509,-476.2992544
106,10.6,-0.917782987,-19.4619044,2.025305865,65.35441897,-481.0163867
107,10.7,-0.969114799,-19.30539117,2.029383778,65.69914826,-483.0193033
108,10.8,-0.995950419,-19.12931915,2.033423755,66.04044744,-482.1814248
109,10.9,-0.997611528,-18.9338667,2.037426498,66.37835063,-478.4384869
110,11,-0.974056138,-18.71923186,2.041392685,66.71289163,-471.790251
111,11.1,-0.925879655,-18.48563207,2.045322979,67.04410389,-462.3006069
112,11.2,-0.85429983,-18.23330401,2.049218023,67.37202054,-450.0960631
113,11.3,-0.761125977,-17.9625033,2.053078443,67.69667436,-435.3626637
114,11.4,-0.64871324,-17.67350431,2.056904851,68.01809782,-418.3414102
115,11.5,-0.519903062,-17.36659982,2.06069784,68.33632306,-399.3223027
116,11.6,-0.37795136,-17.04210078,2.064457989,68.65138191,-378.6371516
117,11.7,-0.22644623,-16.70033594,2.068185862,68.96330587,-356.6513417
118,11.8,-0.069217247,-16.34165155,2.071882007,69.27212614,-333.7547556
119,11.9,0.089761331,-15.966411,2.075546961,69.57787359,-310.3520868
120,12,0.246471024,-15.57499446,2.079181246,69.88057881,-286.8527868
121,12.1,0.3969507,-15.16779848,2.08278537,70.18027206,-263.6608997
122,12.2,0.537396703,-14.74523561,2.086359831,70.47698331,-241.1650419
123,12.3,0.664258999,-14.30773396,2.089905111,70.77074223,-219.7287792
124,12.4,0.774330905,-13.85573676,2.093421685,71.06157821,-199.6816446
125,12.5,0.864830148,-13.38970195,2.096910013,71.34952031,-181.3110242
126,12.6,0.933469189,-12.91010168,2.100370545,71.63459735,-164.8551147
127,12.7,0.978513048,-12.41742185,2.103803721,71.91683782,-150.4971321
128,12.8,0.998823158,-11.9121616,2.10720997,72.19626995,-138.3609161
129,12.9,0.993886143,-11.39483283,2.11058971,72.47292169,-128.5080422
130,13,0.963826794,-10.86595965,2.113943352,72.7468207,-120.9365135
131,13.1,0.909404919,-10.32607788,2.117271296,73.01799436,-115.5810657
132,13.2,0.831996132,-9.775734495,2.120573931,73.2864698,-112.3150767
133,13.3,0.733557084,-9.215487054,2.123851641,73.55227387,-110.9540327
134,13.4,0.616576008,-8.64590316,2.127104798,73.81543314,-111.2604624
135,13.5,0.484009818,-8.067559875,2.130333768,74.07597394,-112.9502157
136,13.6,0.339209374,-7.481043133,2.133538908,74.3339223,-115.6999252
137,13.7,0.185834779,-6.886947149,2.136720567,74.58930404,-119.1554651
138,13.8,0.027762861,-6.285873818,2.139879086,74.84214469,-122.9411903
139,13.9,-0.131010815,-5.678432103,2.1430148,75.09246954,-126.6697236
140,14,-0.286472948,-5.065237419,2.146128036,75.34030361,-129.9520432
141,14.1,-0.43469394,-4.44691101,2.149219113,75.58567168,-132.4076142
142,14.2,-0.571927229,-3.824079319,2.152288344,75.82859831,-133.6743093
143,14.3,-0.694703987,-3.197373352,2.155336037,76.06910778,-133.4178657
144,14.4,-0.7999208,-2.567428042,2.158362492,76.30722413,-131.3406409
145,14.5,-0.884918118,-1.934881604,2.161368002,76.54297119,-127.1894439
146,14.6,-0.947547473,-1.300374886,2.164352856,76.77637253,-120.762245
147,14.7,-0.986225792,-0.664550724,2.167317335,77.00745148,-111.9135936
148,14.8,-0.999975407,-0.028053288,2.170261715,77.23623116,-100.5586064
149,14.9,-0.988448771,0.608472569,2.173186268,77.46273445,-86.67542573
150,15,-0.951937242,1.244381967,2.176091259,77.68698399,-70.30608487
151,15.1,-0.891363717,1.879030649,2.178976947,77.9090022,-51.55575872
152,15.2,-0.808259305,2.511775635,2.181843588,78.1288113,-30.59041778
153,15.3,-0.704724625,3.141975875,2.184691431,78.34643327,-7.632945032
154,15.4,-0.583376712,3.768992897,2.187520721,78.56188986,17.04218679
155,15.5,-0.447282859,4.392191454,2.190331698,78.77520262,43.11554317
156,15.6,-0.299883095,5.010940165,2.193124598,78.98639288,70.23049383
157,15.7,-0.144903224,5.624612162,2.195899652,79.19548176,98.00192085
158,15.8,0.013739348,6.232585715,2.198657087,79.40249018,126.0256491
159,15.9,0.172034631,6.834244873,2.201397124,79.60743883,153.8883606
160,16,0.325981417,7.428980077,2.204119983,79.8103482,181.1777433
161,16.1,0.471688413,8.016188787,2.206825876,80.01123859,207.492617
162,16.2,0.6054726,8.595276084,2.209515015,80.21013009,232.4527817
163,16.3,0.723952334,9.165655282,2.212187604,80.40704259,255.7083391
164,16.4,0.824132817,9.726748513,2.214843848,80.60199577,276.948252
165,16.5,0.903481801,10.27798732,2.217483944,80.79500914,295.9079265
166,16.6,0.95999359,10.81881323,2.220108088,80.98610199,312.3756235
167,16.7,0.992239743,11.34867831,2.222716471,81.17529344,326.1975405
168,16.8,0.999405179,11.86704575,2.225309282,81.3626024,337.2814329
169,16.9,0.981308778,12.37339037,2.227886705,81.5480476,345.5986853
170,17,0.938407961,12.86719919,2.230448921,81.73164759,351.1847798
171,17.1,0.871787125,13.34797191,2.23299611,81.91342074,354.1381506
172,17.2,0.783130237,13.81522144,2.235528447,82.09338521,354.6174526
173,17.3,0.674678266,14.26847442,2.238046103,82.271559,352.8373149
174,17.4,0.549172539,14.70727162,2.240549248,82.44795994,349.0626863
175,17.5,0.409785447,15.13116851,2.243038049,82.62260565,343.6019148
176,17.6,0.260040261,15.5397356,2.245512668,82.79551362,336.7987382
177,17.7,0.103722071,15.93255899,2.247973266,82.96670112,329.0233868
178,17.8,-0.055217889,16.30924068,2.250420002,83.13618527,320.6630246
179,17.9,-0.212762114,16.66939904,2.252853031,83.30398303,312.1117695
180,18,-0.364928378,17.01266921,2.255272505,83.47011118,303.7605464
181,18.1,-0.507870393,17.33870339,2.257678575,83.63458632,295.9870284
182,18.2,-0.637975034,17.64717127,2.260071388,83.79742491,289.145922
183,18.3,-0.751953661,17.93776034,2.26245109,83.95864322,283.5598407
184,18.4,-0.846925251,18.21017619,2.264817823,84.11825739,279.5109988
185,18.5,-0.92048922,18.46414284,2.267171728,84.27628337,277.2339348
186,18.6,-0.9707861,18.69940298,2.269512944,84.43273696,276.9094495
187,18.7,-0.996544544,18.91571826,2.271841607,84.58763382,278.6599107
188,18.8,-0.997113459,19.11286953,2.274157849,84.74098942,282.5460447
189,18.9,-0.972478464,19.29065704,2.276461804,84.89281912,288.5652945
190,19,-0.923262255,19.44890069,2.278753601,85.04313808,296.6517884
191,19.1,-0.850708864,19.58744015,2.281033367,85.19196134,306.6779166
192,19.2,-0.756652213,19.70613505,2.283301229,85.33930379,318.4574797
193,19.3,-0.643469761,19.80486515,2.285557309,85.48518015,331.7503269
194,19.4,-0.514022406,19.88353042,2.28780173,85.62960502,346.2683678
195,19.5,-0.371582172,19.94205116,2.290034611,85.77259284,361.682806
196,19.6,-0.219749503,19.98036809,2.292256071,85.91415791,377.6324114
197,19.7,-0.062362254,19.99844238,2.294466226,86.05431438,393.7326222
198,19.8,0.096601318,19.99625572,2.29666519,86.19307627,409.5852462
199,19.9,0.25312311,19.97381033,2.298853076,86.33045746,424.7885177
200,20,0.403246742,19.93112895,2.301029996,86.46647168,438.9472532
201,20.1,0.543177558,19.86825482,2.303196057,86.60113253,451.6828521
202,20.2,0.669378544,19.78525163,2.305351369,86.73445349,462.642887
203,20.3,0.778659734,19.68220349,2.307496038,86.86644789,471.5100432
204,20.4,0.868258841,19.55921479,2.309630167,86.99712891,478.0101799
205,20.5,0.93591108,19.41641014,2.311753861,87.12650964,481.9193107
206,20.6,0.979906414,19.25393421,2.31386722,87.25460301,483.0693255
207,20.7,0.999132779,19.07195161,2.315970345,87.38142183,481.3523101
208,20.8,0.993104192,18.87064671,2.318063335,87.50697878,476.7233535
209,20.9,0.961973037,18.65022347,2.320146286,87.63128642,469.2017732
210,21,0.906526213,18.4109052,2.322219295,87.75435717,458.8707253
211,21.1,0.828165241,18.15293435,2.324282455,87.87620336,445.8752112
212,21.2,0.728870842,17.87657229,2.326335861,87.99683715,430.4185301
213,21.3,0.611152868,17.58209901,2.328379603,88.11627061,412.757267
214,21.4,0.477986861,17.26981284,2.330413773,88.2345157,393.1949428
215,21.5,0.33273884,16.94003016,2.33243846,88.35158422,372.0744873
216,21.6,0.179080223,16.5930851,2.334453751,88.4674879,349.7697243
217,21.7,0.020895018,16.22932915,2.336459734,88.58223831,326.6760847
218,21.8,-0.137818348,15.84913083,2.338456494,88.69584694,303.2007818
219,21.9,-0.293048097,15.45287535,2.340444115,88.80832514,279.7526972
220,22,-0.440870507,15.04096415,2.342422681,88.91968416,256.7322322
221,22.1,-0.57754909,14.61381455,2.344392274,89.02993515,234.5213821
222,22.2,-0.699629037,14.17185931,2.346352974,89.13908912,213.4742826
223,22.3,-0.804024551,13.7155462,2.348304863,89.24715699,193.9084688
224,22.4,-0.888096839,13.2453375,2.350248018,89.35414956,176.0970661
225,22.5,-0.949720816,12.7617096,2.352182518,89.46007754,160.2621103
226,22.6,-0.987338822,12.26515248,2.354108439,89.56495152,146.5691673
227,22.7,-0.99999999,11.7561692,2.356025857,89.66878199,135.1233851
228,22.8,-0.987384286,11.23527545,2.357934847,89.77157933,125.9670804
229,22.9,-0.949810595,10.70299894,2.359835482,89.87335381,119.0789193
230,23,-0.888228663,10.15987894,2.361727836,89.97411563,114.3747126
231,23.1,-0.804195089,9.606465707,2.36361198,90.07387484,111.7098052
232,23.2,-0.699833978,9.043319906,2.365487985,90.17264144,110.8830003
233,23.3,-0.577783253,8.47101208,2.367355921,90.27042529,111.6419163
234,23.4,-0.441127974,7.890122049,2.369215857,90.36723618,113.6896436
235,23.5,-0.29332236,7.301238328,2.371067862,90.46308378,116.6925306
236,23.6,-0.138102474,6.70495753,2.372912003,90.55797768,120.2889032
237,23.7,0.020608211,6.101883764,2.374748346,90.65192737,124.0984963
238,23.8,0.178797984,5.492628019,2.376576957,90.74494225,127.7323588
239,23.9,0.332468304,4.877807548,2.378397901,90.83703161,130.8029814
240,24,0.477734865,4.258045242,2.380211242,90.92820467,132.9343913
241,24.1,0.610925782,3.633968998,2.382017043,91.01847054,133.7719582
242,24.2,0.728674407,3.006211085,2.383815366,91.10783825,132.9916624
243,24.3,0.828004422,2.3754075,2.385606274,91.19631674,130.3085922
244,24.4,0.906405074,1.742197328,2.387389826,91.28391485,125.484454
245,24.5,0.961894641,1.107222089,2.389166084,91.37064135,118.3339059
246,24.6,0.99307052,0.471125095,2.390935107,91.4565049,108.7295539
247,24.7,0.999144682,-0.165449208,2.392696953,91.5415141,96.60548408
248,24.8,0.979963592,-0.801855891,2.394451681,91.62567744,81.95924139
249,24.9,0.936012087,-1.437450192,2.396199347,91.70900334,64.85220486
250,25,0.868401124,-2.071588174,2.397940009,91.79150014,45.4083489
251,25.1,0.778839696,-2.703627377,2.399673721,91.87317608,23.81142211
252,25.2,0.669591637,-3.332927463,2.401400541,91.95403933,0.300614472
253,25.3,0.543418396,-3.958850872,2.403120521,92.03409797,-24.83517787
254,25.4,0.403509237,-4.580763466,2.404833717,92.11336002,-51.26434564
255,25.5,0.253400626,-5.198035168,2.40654018,92.1918334,-78.62064071
256,25.6,0.096886841,-5.810040604,2.408239965,92.26952596,-106.512128
257,25.7,-0.062075941,-6.416159735,2.409933123,92.34644546,-134.5307888
258,25.8,-0.219469638,-7.015778486,2.411619706,92.4225996,-162.2625335
259,25.9,-0.371315828,-7.608289367,2.413299764,92.49799599,-189.2973701
260,26,-0.513776315,-8.19309209,2.414973348,92.57264218,-215.2394734
261,26.1,-0.643250145,-8.769594177,2.416640507,92.64654562,-239.716898
262,26.2,-0.756464622,-9.337211557,2.418301291,92.71971372,-262.3906933
263,26.3,-0.85055804,-9.895369162,2.419955748,92.79215378,-282.9631872
264,26.4,-0.92315201,-10.44350151,2.421603927,92.86387304,-301.1852312
265,26.5,-0.972411585,-10.98105327,2.423245874,92.93487869,-316.8622239
266,26.6,-0.997091637,-11.50747984,2.424881637,93.00517783,-329.8587604
267,26.7,-0.99656833,-12.02224787,2.426511261,93.07477747,-340.1017905
268,26.8,-0.970854893,-12.52483585,2.428134794,93.14368458,-347.5822064
269,26.9,-0.920601281,-13.0147346,2.42975228,93.21190606,-352.35482
270,27,-0.847077748,-13.49144777,2.431363764,93.27944873,-354.5367301
271,27.1,-0.752142738,-13.9544924,2.432969291,93.34631933,-354.3041218
272,27.2,-0.638195913,-14.40339936,2.434568904,93.41252456,-351.8875786
273,27.3,-0.508117491,-14.83771387,2.436162647,93.47807103,-347.5660265
274,27.4,-0.365195448,-15.2569959,2.437750563,93.54296531,-341.6594627
275,27.5,-0.213042406,-15.66082066,2.439332694,93.60721388,-334.5206538
276,27.6,-0.055504318,-16.04877903,2.440909082,93.67082316,-326.5260125
277,27.7,0.103436745,-16.42047797,2.442479769,93.73379953,-318.0658849
278,27.8,0.25976325,-16.77554089,2.444044796,93.79614926,-309.5344927
279,27.9,0.409523754,-17.11360806,2.445604203,93.85787861,-301.3197858
280,28,0.548932777,-17.43433699,2.447158031,93.91899374,-293.7934621
281,28.1,0.674466497,-17.73740273,2.44870632,93.97950076,-287.301405
282,28.2,0.782951813,-18.02249825,2.450249108,94.03940573,-282.1547836
283,28.3,0.871646556,-18.28933469,2.451786436,94.09871463,-278.6220383
284,28.4,0.938308801,-18.53764174,2.45331834,94.1574334,-276.9219547
285,28.5,0.981253533,-18.76716781,2.45484486,94.21556791,-277.2180028
286,28.6,0.999395245,-18.97768036,2.456366033,94.27312397,-279.6140828
287,28.7,0.992275372,-19.16896614,2.457881897,94.33010734,-284.1517856
288,28.8,0.96007388,-19.34083132,2.459392488,94.38652372,-290.8092385
289,28.9,0.903604723,-19.49310181,2.460897843,94.44237874,-299.5015639
290,29,0.824295265,-19.62562332,2.462397998,94.49767799,-310.0829398
291,29.1,0.724150201,-19.73826159,2.463892989,94.55242701,-322.3502118
292,29.2,0.605700885,-19.83090252,2.465382851,94.60663127,-336.0479619
293,29.3,0.471941344,-19.90345223,2.46686762,94.66029619,-350.8749102
294,29.4,0.326252603,-19.95583723,2.46834733,94.71342713,-366.4914844
295,29.5,0.172317216,-19.98800445,2.469822016,94.76602941,-382.5283675
296,29.6,0.014026189,-19.9999213,2.471291711,94.81810828,-398.5958072
297,29.7,-0.144619377,-19.9915757,2.472756449,94.86966897,-414.2934517
298,29.8,-0.299609416,-19.96297611,2.474216264,94.92071661,-429.2204639
299,29.9,-0.447026267,-19.91415151,2.475671188,94.97125633,-442.9856569
300,30,-0.583143692,-19.84515135,2.477121255,95.02129316,-455.2173963
301,30.1,-0.704521068,-19.75604555,2.478566496,95.07083212,-465.5730179
302,30.2,-0.808090356,-19.64692438,2.480006943,95.11987816,-473.7475232
303,30.3,-0.891233646,-19.5178984,2.481442629,95.16843619,-479.4813325
304,30.4,-0.951849337,-19.36909832,2.482873584,95.21651105,-482.5669
305,30.5,-0.988405254,-19.20067489,2.484299839,95.26410756,-482.8540232
306,30.6,-0.999977377,-19.01279876,2.485721426,95.31123048,-480.2537129
307,30.7,-0.9862732,-18.80566026,2.487138375,95.35788451,-474.7405253
308,30.8,-0.947639122,-18.57946925,2.488550717,95.40407434,-466.3532972
309,30.9,-0.88505169,-18.3344549,2.489958479,95.44980456,-455.1942669
310,31,-0.800092919,-18.07086542,2.491361694,95.49507976,-441.4266004
311,31.1,-0.694910302,-17.78896788,2.492760389,95.53990447,-425.2703878
312,31.2,-0.572162526,-17.48904787,2.494154594,95.58428316,-406.9972099
313,31.3,-0.43495227,-17.17140924,2.495544338,95.62822027,-386.9234118
314,31.4,-0.286747782,-16.8363738,2.496929648,95.67172021,-365.4022542
315,31.5,-0.131295206,-16.484281,2.498310554,95.71478731,-342.8151405
316,31.6,0.027476101,-16.11548753,2.499687083,95.75742589,-319.5621405
317,31.7,0.185552899,-15.73036704,2.501059262,95.79964021,-296.0520509
318,31.8,0.3389395,-15.3293097,2.50242712,95.84143449,-272.692244
319,31.9,0.48375877,-14.91272184,2.503790683,95.88281291,-249.8785597
320,32,0.616350132,-14.4810255,2.505149978,95.9237796,-227.9854968
321,32.1,0.73336209,-14.03465806,2.506505032,95.96433867,-207.3569522
322,32.2,0.831836948,-13.57407173,2.507855872,96.00449417,-188.2977399
323,32.3,0.909285569,-13.09973316,2.509202522,96.04425012,-171.0661063
324,32.4,0.963750296,-12.6121229,2.51054501,96.08361049,-155.8674285
325,32.5,0.993854429,-12.11173497,2.511883361,96.12257922,-142.8492566
326,32.6,0.998837031,-11.59907633,2.5132176,96.1611602,-132.0978234
327,32.7,0.978572156,-11.07466635,2.514547753,96.19935729,-123.6361114
328,32.8,0.933572038,-10.53903634,2.515873844,96.23717432,-117.4235229
329,32.9,0.864974139,-9.992728949,2.517195898,96.27461506,-113.3571651
330,33,0.774512398,-9.436297665,2.51851394,96.31168326,-111.2747135
331,33.1,0.664473407,-8.870306221,2.519827994,96.34838262,-110.9587837
332,33.2,0.537638606,-8.295328035,2.521138084,96.38471682,-112.1427001
333,33.3,0.397213983,-7.711945635,2.522444234,96.42068949,-114.5175144
334,33.4,0.246749033,-7.12075006,2.523746467,96.45630423,-117.7400979
335,33.5,0.090047038,-6.522340266,2.525044807,96.49156459,-121.4421015
336,33.6,-0.068931063,-5.917322518,2.526339277,96.52647411,-125.2395567
337,33.7,-0.226166803,-5.306309774,2.527629901,96.56103627,-128.7428758
338,33.8,-0.377685754,-4.689921069,2.5289167,96.59525453,-131.5669968
339,33.9,-0.51965799,-4.068780881,2.530199698,96.62913231,-133.3414166
340,34,-0.648494897,-3.443518504,2.531478917,96.662673,-133.7198598
341,34.1,-0.760939882,-2.814767409,2.532754379,96.69587996,-132.3893363
342,34.2,-0.854150686,-2.183164598,2.534026106,96.72875651,-129.0783606
343,34.3,-0.925771232,-1.549349966,2.53529412,96.76130592,-123.5641226
344,34.4,-0.973991177,-0.913965647,2.536558443,96.79353147,-115.6784307
345,34.5,-0.997591672,-0.277655365,2.537819095,96.82543636,-105.3122745
346,34.6,-0.995976169,0.358936217,2.539076099,96.8570238,-92.41889255
347,34.7,-0.969185503,0.995164151,2.540329475,96.88829693,-77.01526732
348,34.8,-0.91789686,1.630383858,2.541579244,96.9192589,-59.1820088
349,34.9,-0.843406654,2.263951781,2.542825427,96.94991278,-39.0616298
350,35,-0.747597766,2.895226034,2.544068044,96.98026166,-16.85525594
351,35.1,-0.632891945,3.523567058,2.545307116,97.01030856,7.182146654
352,35.2,-0.502188595,4.148338263,2.546542663,97.04005648,32.74790577
353,35.3,-0.358791488,4.768906678,2.547774705,97.06950841,59.49898479
354,35.4,-0.206325254,5.384643588,2.549003262,97.09866729,87.06034637
355,35.5,-0.048643763,5.994925174,2.550228353,97.12753603,115.0341272
356,35.6,0.11026729,6.599133143,2.551449998,97.15611753,143.0093919
357,35.7,0.266391131,7.196655358,2.552668216,97.18441463,170.5722203
358,35.8,0.415781437,7.786886452,2.553883027,97.21243017,197.3158728
359,35.9,0.554662089,8.369228446,2.555094449,97.24016696,222.8507778
360,36,0.679522618,8.943091355,2.556302501,97.26762776,246.8140889
361,36.1,0.787206941,9.507893783,2.557507202,97.29481531,268.8785698
362,36.2,0.874993134,10.06306351,2.558708571,97.32173235,288.7605837
363,36.3,0.940662238,10.60803809,2.559906625,97.34838156,306.2269856
364,36.4,0.982554342,11.14226538,2.561101384,97.3747656,321.1007419
365,36.5,0.999610545,11.66520416,2.562292864,97.40088712,333.2651377
366,36.6,0.99139972,12.1763246,2.563481085,97.42674873,342.6664641
367,36.7,0.958129411,12.6751089,2.564666064,97.45235301,349.3151191
368,36.8,0.900640587,13.1610517,2.565847819,97.47770252,353.2850928
369,36.9,0.820386386,13.6336607,2.567026366,97.5027998,354.7118527
370,37,0.719395383,14.09245708,2.568201724,97.52764735,353.78868
371,37.1,0.600220315,14.53697602,2.56937391,97.55224767,350.761552
372,37.2,0.465873554,14.96676717,2.57054294,97.57660322,345.9226989
373,37.3,0.319750967,15.38139509,2.571708832,97.60071642,339.6029986
374,37.4,0.165546076,15.78043972,2.572871602,97.62458969,332.163402
375,37.5,0.007156698,16.16349677,2.574031268,97.64822541,323.9856052
